uuid,nature_zone,noise,road_traffic,price_value,internal_structure,public_transportation,educational_facilities,complex_environment,parking_facilities,medical_facilities,urban_park,commercial_facilities,road_traffic_rating,price_value_rating,nature_zone_rating,commercial_facilities_rating,internal_structure_rating,parking_facilities_rating,public_transportation_rating,noise_rating,urban_park_rating,educational_facilities_rating,complex_environment_rating,medical_facilities_rating
apartment_1165010101,"['양재IC 근처 숲속에 위치해 좋음', '숲세권이라 아기 키우기 좋음', '공기 좋고 강남 분당 출근 편리함.', '조용하고 서울 숲세권에 주차도 넓음', '자연친화적인 서초구 아파트단지임.', '강남 근처 공기 좋음', '대중교통 불편하지만 숲속 공기 좋음', '살아보고 싶은 아파트임', '층간소음 적고 공기 좋음', '도심 속 자연과 함께 있는 곳임.', '자연친화적이지만 학군은 좋지 않음', '층간소음이 문제지만 숲세권이라 좋음', '양재역 접근성 좋고 자연경관 뛰어남', '자연 속에서 편안한 삶을 즐김', '매우 긍정적인 평가임', '공기 좋고 예쁜 카페 많음', '서초구 자연친화 아파트임', '강남 접근성 좋고 자연환경 우수함', '인능산 근처라 산책하기 좋음', '더샵포레에서 살고 있음', '산뷰가 좋고 살기 편리함', '공기 좋고 조용하지만 상권 부족함', '신축아파트 동간 거리 넓어 쾌적함.', '숲이 많아 공기가 좋음', '살기 좋고 만족도 높음 ㅎ', '공기 좋고 살기 좋은 초품아임.', '자연 소리 들리는 친환경 아파트임', '아침에 새소리가 나서 좋음ㅎ', '숲공기 좋고 마트, 백화점 가까움', '공기 좋고 조용하지만 인프라 부족함', '어린 아이 키우기 좋은 환경임', '아이들 키우기 좋은 동네임', '어린아이 키우기 좋은 환경임', '조용하고 공기 좋고 교통 편리함', '조용하고 쾌적한 숲세권임', '새로 생긴 지역이라 깨끗함.', '자연환경이 좋고 조용하고 한적함.', '유해시설 없고 조용함', '공기 좋고 조용한 환경임', '숲세권으로 최고의 선택지임', '공기가 좋고 힐링되는 곳임', '숲이 있어 살기 좋음', '녹지와 안전한 환경이 장점임', '조용하고 아이 키우기 좋은 곳임', '자연 친화적인 아파트 단지임']","['층간소음 문제 심각함', '조용하고 쾌적하며 주차가 좋음', '조용하고 서울 숲세권에 주차도 넓음', '살아보고 싶은 아파트임', '층간소음 적고 공기 좋음', '층간소음이 문제지만 숲세권이라 좋음', '매우 긍정적인 평가임', '강남 가는 버스 편리하고 조용함', '더샵포레에서 살고 있음', '살기 좋고 만족도 높음 ㅎ', '자연 소리 들리는 친환경 아파트임', '아침에 새소리가 나서 좋음ㅎ', '조용하고 공기 좋고 교통 편리함', '조용하고 쾌적한 숲세권임', '자연환경이 좋고 조용하고 한적함.', '주변시설 부족하지만 조용함.', '유해시설 없고 조용함', '공기 좋고 조용한 환경임', '조용하고 살기 좋은 직장 근처임', '조용하고 아이 키우기 좋은 곳임']","['양재IC 근처 숲속에 위치해 좋음', '조용하고 쾌적하며 주차가 좋음', '살아보고 싶은 아파트임', '차 없으면 생활 불편함', '매우 긍정적인 평가임', '강남 가는 버스 편리하고 조용함', '더샵포레에서 살고 있음', '조용하지만 차 없으면 교통 불편함', '살기 좋고 만족도 높음 ㅎ', '신사역에서 30분 만에 집 도착함.', '숲공기 좋고 마트, 백화점 가까움', '공기 좋고 조용하지만 인프라 부족함', '판교 출퇴근이 편리함', '교통이 편리하고 강남권과 가까움', '조용하고 초등학교 근처라 살기 좋음', '조용하고 살기 좋은 직장 근처임']","['공기 좋고 강남 분당 출근 편리함.', '살기 좋고 만족도 높음 ㅎ', '공기 좋고 예쁜 카페 많음', '매우 긍정적인 평가임', '더샵포레에서 살고 있음', '공기 좋고 살기 좋은 초품아임.', '마루 바닥 벌어지고 수압 약함', '공기 좋고 조용하지만 상권 부족함', '살아보고 싶은 아파트임', '숲공기 좋고 마트, 백화점 가까움', '살고 싶은 아파트 단지임', '산뷰가 좋고 살기 편리함', '교통이 편리하고 강남권과 가까움']","['새로 생긴 지역이라 깨끗함.', '아파트 수압이 낮아서 불편함.', '조용하고 쾌적하며 주차가 좋음', '살기 좋고 만족도 높음 ㅎ', '매우 긍정적인 평가임', '거실에서의 전망이 좋음', '마루 바닥 벌어지고 수압 약함', '살아보고 싶은 아파트임', '더샵포레에서 살고 있음']","['공기 좋고 강남 분당 출근 편리함.', '대중교통 불편하지만 숲속 공기 좋음', '살아보고 싶은 아파트임', '양재역 접근성 좋고 자연경관 뛰어남', '차 없으면 생활 불편함', '매우 긍정적인 평가임', '강남 가는 버스 편리하고 조용함', '강남 접근성 좋고 자연환경 우수함', '버스정류장 근처라 편리함', '더샵포레에서 살고 있음', '초등학교 가기 좋은 교통 편리한 곳', '살기 좋고 만족도 높음 ㅎ', '신분당선은 멀지만 버스가 편리함.', '교통이 불편하지만 나머지는 다 좋음', '신사역에서 30분 만에 집 도착함.', '조용하고 공기 좋고 교통 편리함', '조용하지만 지하철역이 없어 불편함.']","['조용하고 초등학교 근처라 살기 좋음', '숲세권이라 아기 키우기 좋음', '살기 좋고 만족도 높음 ㅎ', '매우 긍정적인 평가임', '학군 필요 없는 부부 거주 적합함', '살아보고 싶은 아파트임', '더샵포레에서 살고 있음', '자연친화적이지만 학군은 좋지 않음', '초등학교 가기 좋은 교통 편리한 곳', '어린 아이 키우기 좋은 환경임']","['더샵포레에서 살고 있음', '산뷰가 좋고 살기 편리함', '어린아이 키우기 좋은 환경임']","['조용하고 쾌적하며 주차가 좋음', '매우 긍정적인 평가임', '살기 좋고 만족도 높음 ㅎ', '주차 공간 부족으로 불만이 많음', '조용하고 서울 숲세권에 주차도 넓음', '살아보고 싶은 아파트임', '더샵포레에서 살고 있음', '신축아파트 동간 거리 넓어 쾌적함.']","['살기 좋고 만족도 높음 ㅎ', '매우 긍정적인 평가임', '살아보고 싶은 아파트임', '더샵포레에서 살고 있음']","['살기 좋고 만족도 높음 ㅎ', '매우 긍정적인 평가임', '살아보고 싶은 아파트임', '더샵포레에서 살고 있음']","['살기 좋고 만족도 높음 ㅎ', '매우 긍정적인 평가임', '살아보고 싶은 아파트임']",0,0,0,0,0,0,0,0,0,0,0,0
apartment_1165010139,,['단지가 조용하여 좋음.'],,,,"['사당으로 쉽게 이동.', '남부터미널 이동 용이.']",,,"['주차시설이 만족스러움.', '주차가 스트레스 없음.', '주차장 위치가 좋음.', '주차시설이 잘 갖춰짐.']",,,['상업시설 접근 용이.'],0,0,0,7,0,10,6,2,0,0,8,0
apartment_1165010125,,,"['주차 공간이 충분함.', '교통 편의성이 좋음.', '통행량이 적어 좋음.', '차량 접근이 용이함.']",,,"['교통이 원활하게 연결됨.', '서리풀터널 접근 용이.', '지하철역도 인근에 있음.', '버스정류장이 가까움.']",['문화 공간이 가까움.'],,,,,,8,0,0,3,0,0,6,0,0,2,0,0
apartment_1165010104,,,,,,"['편리한 교통망 구축.', '지하철 2호선 있어요.', '대중교통 접근 용이.']","['서문여고 근처에 있음.', '학군이 매우 우수함.', '학습 분위기 우수함.', '교육시설 접근 용이함.', '자녀 교육에 적합함.']",,,,,"['주차 공간이 넉넉함.', '편의시설이 근처에 있음.', '교통이 매우 편리함.']",0,0,0,4,0,0,5,1,0,9,0,0
apartment_1165010103,"['나무가 울창해 좋음.', '중층에서 산뷰 즐김.', '자연지구가 아름다움.', '주변 환경이 쾌적함.', '자연과 가까워 행복함.']",['소음이 크게 신경 쓰이지 않음.'],,,,"['대중교통 이용이 쉬움.', '교통 혼잡하지 않음.', '주거지와 연결이 좋음.', '지하철역도 근처에 있음.', '교통이 원활하여 좋음.', '이동이 매우 편리함.']",,"['중층 이상에서 산뷰 좋음.', '운동하기에 최적의 환경.', '단지 내 나무가 울창함.', '자연과 가까운 생활 가능.', '수영장과 헬스장 근처.', '편리한 교통 접근성 좋음.', '주변 시설이 잘 갖춰짐.', '여름에 음악분수 구경 가능.', '조용한 분위기 유지됨.']",,,,"['수영장과 헬스장 가까움.', '대로가 근처에 있음.']",0,0,5,3,0,0,8,1,0,0,9,0
apartment_1165010127,,,,,,,,"['공원도 근처에 있음.', '생활 편의시설 많음.']","['주차시설이 만족스러움.', '주차가 편리하게 가능.', '주차가 불편하지 않음.', '주차 공간이 충분함.', '주차 공간이 여유로움.', '주차시설이 잘 관리됨.', '주차하기에 좋은 위치.', '주차가 용이하여 좋음.', '주차장 접근성이 좋음.']",,,"['식사 선택지가 풍부함.', '교통이 좋은 위치임.', '생활 편의성이 높음.', '1층 롯데마트가 편리함.', '근처 은행이 많아 편리.']",0,0,0,8,0,10,0,0,0,0,9,0
apartment_1165010124,,,,"['리모델링 가능성 있음.', '거주 만족도가 높음.']",,,"['배정이 어려운 학교들.', '학군이 매우 우수함.', '서문고와 상문고도 좋음.', '세화고가 인기 있음.']",,"['주차 공간이 충분함.', '주차 공간이 쾌적함.', '주차가 편리하게 되어있음.', '주차가 용이해서 좋음.', '주차가 넓어서 좋음.', '주차 스트레스가 없음.']",,,,0,9,0,0,0,9,0,0,0,6,0,0
apartment_1165010816,,,,,,['대중교통 접근성 좋음.'],,"['CCTV가 많아 안전함.', '건전한 분위기가 좋음.', '관리 상태가 우수함.', '주변 환경이 쾌적함.']","['주차장 관리가 좋음.', '주차가 편리하게 제공됨.', '주차 접근성이 좋음.', '주차가 원활하게 이루어짐.', '주차 공간이 넉넉함.', '주차가 스트레스 없음.', '주차시설이 잘 갖춰짐.']",,,"['편리한 위치에 있음.', '외국인 관광객 많음.', '비즈니스 이용 적합.']",0,0,0,5,0,10,2,0,0,0,5,0
apartment_1165010827,"['주거 환경이 쾌적함.', '단지가 조용하고 안전함.']",['조용한 단지여서 좋음.'],,,,"['도보로 이동 가능함.', '3호선 이용이 용이함.', '남부터미널역 가까움.']",,,,,,"['예술의 전당 도보 가능.', '편의시설이 잘 갖춰짐.', '교통이 매우 편리함.']",0,0,2,5,0,0,4,1,0,0,0,0
apartment_1165010821,,"['수영장 소음이 적음.', '주변이 조용해서 좋음.']",,,,,"['미취학 아동에 적합함.', 'PSA가 근처에 위치.', '교육시설이 가까워 좋음.']","['안전한 주거 환경임.', '자연과 가까운 위치.', '산책로가 잘 조성됨.', '주변 시설이 다양함.']",,,['안전한 동네 분위기.'],"['주차 공간이 넉넉함.', '주변 시설이 다양함.', '교통이 편리한 위치임.', '한전아트센터 가까움.']",0,0,0,4,0,0,0,3,4,3,6,0
apartment_1165010857,,,"['웬만한 곳에 접근 용이.', '버스라인이 환상적임.', '단지 주변이 번잡함.', '주변 교통이 편리함.']",,,"['버스라인이 환상적임.', '교통이 매우 편리함.', '웬만한 곳에 접근 용이.']",,"['동네환경이 전반적으로 좋음.', '편의시설이 잘 갖춰짐.', '버스라인이 환상적임.', '안전한 분위기가 좋음.', '교통이 매우 편리함.']",,,,,5,0,0,0,0,0,4,0,0,1,8,0
apartment_1165010801,,"['밤에 조용한 분위기.', '소음 걱정 없어서 안심.', '소음이 적어 편안함.']",,,,"['대중교통 이용이 좋음.', '교통 접근성이 뛰어남.', '9호선 급행이 매력적.', '주변 교통이 원활함.', '강남권 이동이 편리함.', '여의도 출퇴근 용이.', '강남역으로 환승 용이.']","['지역 교육 인프라 우수함.', '교육시설 접근성이 좋음.', '안전한 통학로 제공.', '통학이 매우 편리함.', '교육 환경이 뛰어남.', '서일중학교 학업 성적 우수.', '학부모 만족도가 높음.', '100% 배정으로 안정적임.', '서초초등학교가 가까움.']",,,,,"['문화시설 접근성이 좋음.', '교통이 매우 편리함.']",0,0,0,3,0,0,10,5,0,10,0,0
apartment_1165010810,,['주변이 조용해서 좋음.'],,,"['방마다 드레스룸이 있음.', '넓은 공간 활용 가능.', '40평대 구조가 좋음.']",,,"['생활 편의시설 근처.', '조용한 분위기 유지.', '매너가 뛰어난 동네.']",,,,,0,0,0,0,5,0,0,3,0,0,7,0
apartment_1165010855,,,,,,,,"['공동시설이 세심해요.', '쾌적한 환경이 좋아요.', '조경이 정말 멋져요.', '산책로가 잘 조성됨.']",,,,"['주변 편의시설 다양함.', '상업시설 접근성이 좋음.', '상가가 새로 지어짐.']",0,0,0,3,0,0,0,0,0,0,5,0
apartment_1165010828,,"['교통 소음 걱정 없음.', '소음 문제 전혀 없음.']","['지하철 접근성 최고.', '교통으로 단점 커버.']",,,['대중교통 접근성 좋음.'],,,"['주차시설 외에 만족스러움.', '주차공간이 여유롭지 않음.', '주차 문제는 감수 가능.']",,,,7,0,0,0,0,3,9,7,0,0,0,0
apartment_1165010822,,['소음으로 인한 스트레스 없음.'],,,,"['교통이 원활하게 연결됨.', '지하철 접근성이 좋음.', '편리한 이동이 가능함.', '대중교통 이용이 편리함.', '대중교통 이용이 용이함.', '버스 정류장이 가까움.']",,,"['주차 공간이 충분함.', '주차 공간이 쾌적함.', '주차 접근성이 뛰어남.', '주차장 관리가 잘됨.', '주차가 용이하여 좋음.']",,,"['맛집이 가까워 좋음.', '이성당 빵집 인기 많음.', '주변 상권이 활발함.', '버스와 지하철 편리.', '프릳츠 커피 새로 오픈.', '교통이 편리하여 좋음.']",0,0,0,7,0,7,7,6,0,0,0,0
apartment_1165010834,,"['아파트 내 소음 적음.', '소음으로 인한 스트레스 없음.']",,,,['대중교통 접근성 우수.'],['초품아로 인기 높음.'],"['가족 단위 거주 적합.', '서초롯데마트 가까움.', '주변 편의시설 많음.', '교통이 매우 편리함.', '생활 편의성이 높음.']","['주차가 용이하여 편리.', '주차 접근성이 좋음.', '주차 공간이 충분함.', '주차 편의성이 뛰어남.', '주차장이 넓어서 좋음.', '주차 스트레스 없음.', '주차시설이 잘 관리됨.', '주차 위치가 안전함.']",,,['주변 편의시설 풍부.'],0,0,0,4,0,10,7,5,0,4,10,0
apartment_1165010806,,"['층간소음이 없어서 좋음.', '옆집 소리 안 들림.', '전반적으로 조용한 환경.']",,,,"['지하철역도 인근에 있음.', '대중교통 이용 빈번함.']","['중학교도 인근에 있음.', '교육 인프라가 좋음.']","['주말에 조용한 환경.', '층간소음이 전혀 없음.', '주변 인프라가 풍부함.', '노브랜드가 바로 옆에 있음.', '명달공원 산책로 좋음.', '중학교도 인근에 있음.', '영동프라자 장보기 편리.']",,,"['명달공원 산책로 좋음.', '조용한 환경이 매력적.']","['주변 인프라가 좋음.', '주상복합이 많아 편리함.', '장보기 편리한 위치.']",0,0,0,3,0,0,7,5,2,3,8,0
apartment_1165010809,,,,,,"['주변 교통시설 우수함.', '이동이 매우 수월함.', '지하철역도 인근에 있음.', '다양한 노선 이용 가능.', '편리한 교통망 자랑함.']",,['생활 편의성이 높음.'],,,,"['다양한 상점이 있음.', '생활 편의성이 높음.']",0,0,0,6,0,0,7,0,0,0,8,0
apartment_1165010851,,"['주변 소음이 잘 차단됨.', '층간소음이 적은 편임.', '소음으로 인한 스트레스 없음.', '소음이 크게 느껴지지 않음.', '소음 문제는 크게 걱정 없음.']",,,,"['대중교통 이용이 쉬움.', '교통이 원활하게 연결됨.', '강남 접근성이 좋음.', '버스 노선이 다양함.', '이동이 매우 용이함.', '주변 교통시설이 좋음.']",,"['강남 접근성이 좋음.', '겨울 난방 관리 용이.', '대단지 이점이 있음.']","['주차시설이 만족스러움.', '주차 문제로 스트레스 없음.', '주차 공간이 충분함.', '주차 공간이 넉넉함.', '주차가 용이해서 좋음.', '주차시설 관리가 잘됨.', '주차가 편리하게 됨.']",,,,0,0,0,0,0,8,8,5,0,0,5,0
apartment_1165010833,,,,,,,,"['주변 이웃이 친절함.', '동네 분위기가 좋음.', '주변에 나무가 많음.', '산책하기 좋은 환경.', '주차 공간이 넉넉함.', '상점이 가까워 편리함.', '자연 경관이 아름다움.', '주거지 안전성이 높음.', '주변이 조용해서 좋음.']",,,,,0,0,0,0,0,0,0,4,0,0,10,0
apartment_1165010836,,,,"['미래 가치 상승 가능.', '대형마트 도보 가능.', '가격이 매우 저렴함.', '주변 시설이 다양함.']",,['이동이 용이해 만족.'],"['교육 인프라 잘 갖춰짐.', '교육시설 접근성 우수.', '다양한 교육 옵션 존재.', '학교와 가까워 좋음.', '안전한 학습 환경 제공.', '자녀 교육에 적합함.']",,,,,"['학교와 대형마트 가까움.', '주차 공간이 넉넉함.', '상업시설 접근성이 좋음.', '교통이 매우 편리함.']",0,6,0,4,0,0,2,0,0,7,0,0
apartment_1165010832,,,,,"['내부 구조가 만족스러움.', '통풍이 잘 되어 좋음.', '공간 활용이 뛰어남.', '가구 배치가 용이함.']","['이동이 수월한 편임.', '3호선도 이용 가능.', '대중교통 이용 가능함.', '버스정류장 인근에 있음.', '편리한 교통망 구축됨.', '2호선 접근 가능함.']",,,,,,,0,0,0,0,6,0,9,0,0,0,0,0
apartment_1165010853,,['조용한 환경이 좋음.'],,,,"['2, 3호선 이용 가능.', '광역버스 노선 다양함.', '대중교통이 매우 좋음.']","['교육 지원 프로그램 많음.', '아이들 성장에 도움됨.', '학생들 안전하게 통학.', '학습 분위기 조성됨.', '초중고 가까워 편리.', '학부모 만족도 높음.', '교육시설 접근성 좋음.', '주변 교육환경 뛰어남.']","['관리 상태가 우수함.', '광역버스 이용 가능.']",,,,['광역버스 접근 용이.'],0,0,0,4,0,0,5,2,0,10,8,0
apartment_1165010860,,['조용한 대단지 주거지.'],,,,"['교통망이 잘 발달됨.', '버스정류장 근처에 있음.', '대중교통 이용 편리.', '주거지와 연결 용이.', '양재역 GTX-C 인접.', '지하철 접근성 좋음.']","['대치동 학원가와 연결됨.', '서이초, 서운중 학군 좋음.']",,"['주차시설이 잘 마련됨.', '세대당 2대 주차 가능.', '주차장 위치가 좋음.', '주차 공간이 넓어서 좋음.', '주차가 용이하여 좋음.', '주차 스트레스가 없음.', '주차 편의성이 뛰어남.']",,,"['고급 커뮤니티 시설.', '신축 상가로 편리함.']",0,0,0,3,0,10,9,2,0,2,0,0
apartment_1165010815,,,"['주변 이동이 용이함.', '위치와 교통이 최고.', '지하철 접근성이 좋음.', '대중교통 이용이 편함.', '버스 노선이 다양함.', '교통이 매우 편리함.']",,,"['지하철 접근성 좋음.', '편리한 교통망 제공.', '대중교통 이용 편리.', '주변 교통이 우수함.', '이동이 매우 용이함.']",,,,,,,9,0,0,9,0,0,10,2,0,0,0,0
apartment_1165010847,,"['방음은 보통 수준임.', '소음이 크게 느껴지지 않음.']",,,,,,,,,,['주변 환경이 만족스러움.'],0,0,0,3,0,0,0,2,0,0,0,0
apartment_1165010830,,['조용한 분위기 유지.'],"['주차 공간 여유있음.', '대중교통 이용 편리.', '통행량 적어 안전함.']",,,"['주변 이동이 용이함.', '교통 혼잡하지 않음.', '지하철역도 인근에 있음.', '버스 정류장 가까움.', '편리한 교통망 구축됨.', '대중교통 접근성 좋음.']",,"['주변에 공원이 많음.', '주차 공간이 넉넉함.', '상점이 근처에 있음.']",,,,"['주변 상업시설 다양함.', '쇼핑하기 좋은 위치.', '카페가 많아 편리함.']",8,0,0,5,0,0,7,6,0,0,10,0
apartment_1165010849,,,,,,"['편리한 교통망 제공.', '이용하기 매우 편리함.', '버스정류장도 가까움.', '대중교통 접근성 좋음.', '주변 시설과 연계 좋음.']","['안전한 면학 분위기.', '반포도서관 이용 용이.']","['일조권이 좋고 통풍 우수.', '접근성이 뛰어난 위치임.', '조경이 수려하고 깨끗함.', '안전한 환경이 조성됨.']",,,,"['호재가 많아 기대됨.', '접근성이 뛰어난 위치임.']",0,0,0,3,0,0,10,0,0,5,5,0
apartment_1165010841,,"['소음이 적어 편안함.', '한적한 환경이 매력.']",,,,"['교통 혼잡하지 않음.', '대중교통 이용 편리.', '주변 교통시설 우수.', '이동이 매우 용이함.', '지하철 접근성 좋음.']",,"['관리가 잘 되어 깨끗함.', '주변이 안전하고 평화로움.', '자연과 가까운 느낌.', '한적하고 조용한 환경.', '산책하기 좋은 장소.', '편리한 교통 접근성.']",,,,,0,0,0,0,0,0,8,3,0,0,6,0
apartment_1165010803,,"['주변이 조용해서 좋음.', '주거 환경이 평화로움.', '조용한 동네 분위기.', '소음이 적어 편안함.', '주변이 한적해서 좋음.']",,,,['신분당선 이용 가능.'],"['안전한 통학로 있음.', '서초초등학교 근처임.', '학부모 만족도가 높음.']",,,"['강남세브란스 이용 편리.', '의료 서비스 수준 높음.', '강남성모 병원 인근.', '의료시설 접근성이 좋음.']",,"['더블역세권으로 편리함.', '주민 편의시설이 다양함.', '주거지와 상업시설 근접.', '쇼핑시설 이용이 용이함.']",0,0,0,4,0,0,6,7,0,10,0,5
apartment_1165010848,,,,,"['확장된 실평수 만족.', '실평수가 넓어서 좋음.', '공간 활용이 뛰어남.', '주거 환경이 쾌적함.']",,,,,,,,0,0,0,0,7,0,0,0,0,0,0,0
apartment_1165010846,,"['소음이 크게 문제 없음.', '주도로변보다 조용함.', '주변이 조용해서 좋음.']",,,"['층간소음이 약간 있음.', '조용한 환경이 좋음.', '자연광이 잘 들어옴.']","['대중교통 이용 용이함.', '버스 정류장 근처임.', '교통 접근성이 좋음.', '이동이 매우 편리함.']",,,['주차 공간이 넉넉함.'],,,,0,0,0,0,4,5,7,3,0,0,0,0
apartment_1165010807,,"['주변 소음이 적어 좋음.', '소음 걱정이 없어 좋음.', '방음이 잘 되어 좋음.']",,,,,"['중학교와 초등학교가 가까움.', '교육 여건이 우수함.']",,,,,"['주차 공간이 넉넉함.', '주변 상업시설이 다양함.', '교통이 편리하여 좋음.']",0,0,0,3,0,0,0,3,0,3,0,0
apartment_1165010843,,"['층간 소음이 거의 없음.', '조용한 환경이 매력적.']",,,,,,"['안전하고 조용한 환경.', '층간 소음 거의 없음.', '관리 상태가 우수함.', '단지 내 차량 통제.']",,,,,0,0,0,0,0,0,2,2,0,0,4,0
apartment_1165010858,,,"['교통망이 잘 구축됨.', '주차 공간이 충분함.', '버스정류장이 가까움.', '교통편이 매우 편리함.', '지하철역도 인근에 있음.', '통행이 원활하여 좋음.']",,,,,,,,,"['주변에 편의시설 많음.', '교통망이 잘 갖춰짐.', '생활 편의성이 높음.']",8,0,0,3,0,0,0,0,0,0,0,0
apartment_1165010826,"['자연과 문화가 가까움.', '주변 환경이 쾌적함.']","['소음 극복이 필요함.', '소음이 불편하게 작용함.', '측간 소음도 느껴짐.', '소음 문제는 심각함.', '소음이 단점으로 지적됨.', '소음이 거주에 영향 줌.']",,"['가격대비 가성비 좋음.', '입지가 매우 뛰어남.']",,"['대중교통이 잘 발달됨.', '대중교통 이용이 편리함.', '다양한 노선 접근 가능.', '주변 교통이 원활함.', '2호선도 10분 거리.', '대중교통이 매우 편리함.', '이동이 정말 수월함.']",,"['자연과 문화가 가까움.', '주차 공간이 넉넉함.', '주변 환경이 쾌적함.', '대형마트가 인근에 있음.', '입지가 매우 우수함.', '생활 편의시설이 많음.']","['주차 스트레스가 적음.', '주차가 편리하게 가능.', '주차 문제는 드물게 발생.', '주차 공간이 넉넉함.', '입주자들 주차 만족도 높음.', '주차시설에 대한 만족도 높음.', '주차 공간 확보가 용이.', '주차장 위치가 좋음.', '주차시설 관리가 잘됨.', '주차가 용이한 환경임.']",,,"['주변에 대형마트 있음.', '입지가 매우 우수함.', '생활 편의시설이 많음.']",0,6,2,4,0,10,9,9,0,0,8,0
apartment_1165010824,,"['주변이 조용해서 좋음.', '내부가 조용한 편임.']",,,,,['아이 키우기 적합함.'],"['교양 있는 주민들 많음.', '아이들 안전하게 놀이 가능.', '주차 공간이 넉넉함.', '주변이 조용하고 편안함.', '자전거 타기 좋은 환경.', '놀이터가 내부에 있음.']","['차량 2.5대 가능함.', '주차 공간이 충분함.', '주차 위치가 우수함.', '주차장이 넓어서 좋음.', '주차장 관리가 잘됨.', '주차가 편리하게 이루어짐.', '주차가 용이하여 좋음.', '지하주차장과 연결됨.']",,,,0,0,0,0,0,10,0,3,0,3,10,0
apartment_1165010839,,"['조용한 주거환경 유지.', '완벽한 방음이 좋음.', '밤에도 소음 걱정 없음.']",,,,,,"['쓰레기 처리 편리함.', '럭셔리한 인테리어 만족.', '대형 평수가 장점임.', '주차장이 넓어서 좋음.', '스포츠센터가 훌륭함.', '라운지가 고급스러움.', '이태리산 대리석 사용.']",,,,"['주방가구가 독일산임.', '럭셔리한 삶을 제공.', '스포츠센터가 훌륭함.', '라운지가 고급스러움.', '이태리산 대리석 사용.']",0,0,0,6,0,0,0,3,0,0,8,0
apartment_1165010840,,,,"['가격 상승이 만족스러움.', '주변 편의시설 풍부함.', '역세권 위치가 좋음.', '가격 대비 만족도가 큼.']","['관리 상태가 양호함.', '자연 채광이 풍부함.', '내부 구조가 효율적임.', '실평수가 넓어서 좋음.', '주거 환경이 쾌적함.']","['교통 혼잡하지 않음.', '지하철 접근 용이함.']",,,,,,"['주변 편의시설 풍부함.', '역세권 위치가 좋음.', '교통이 편리하여 좋음.']",0,8,0,5,5,0,9,0,0,0,0,0
apartment_1165010825,"['우면산 뷰가 아름다움.', '조용한 환경이 좋음.']",['조용한 환경이 좋음.'],,,,"['남부터미널 지하철역 가까움.', '대중교통 이용이 편리함.']",,"['이마트가 바로 앞에 있음.', '우면산 뷰가 아름다움.', '조용한 환경이 좋음.', '주차장이 넓어서 편리함.', '편의시설이 잘 갖춰짐.', '아파트 관리가 우수함.', '주변이 안전하고 조용함.']",,,,['이마트가 가까워 편리.'],0,0,3,3,0,1,2,2,0,0,9,0
apartment_1165010819,,,,,,"['편리한 위치에 있음.', '대중교통 접근성 우수.']",,,"['주차시설이 만족스러움.', '차량 접근성이 좋음.', '주차 공간이 넉넉함.', '추가 주차권도 저렴.', '운전하기 좋은 위치.', '주차권이 기본 2개.']",,,,0,0,0,0,0,8,7,0,0,0,0,0
apartment_1165010802,,,"['대중교통 이용 용이함.', '버스 노선이 다양함.', '교통이 매우 편리함.', '주변 교통 혼잡 적음.']",,,"['대중교통 이용이 편리함.', '버스 노선이 다양함.', '교통이 매우 편리함.', '모든 곳으로 접근 용이.']","['안전한 통학로 있음.', '교육 환경이 우수함.', '학부모 만족도 높음.', '고등학교 선택 폭 넓음.', '교육시설 접근 용이함.']",,,,,"['버스 노선이 다양함.', '주변 시설이 잘 갖춰짐.', '교통이 매우 편리함.']",6,0,0,4,0,0,6,3,0,7,0,0
apartment_1165010835,,,,,['오래된 아파트 깨끗.'],"['대중교통 이용 편리함.', '다양한 노선 이용 가능.', '지하철 접근성 좋음.']",,"['롯데마트 5분 거리.', '생활 편의시설 많음.', '경비 관리가 우수함.', '주차 공간도 넉넉함.']",,,,['생활 편의시설 많음.'],0,0,0,2,2,0,8,0,0,0,9,0
apartment_1165010837,"['남향이라 햇볕 좋음.', '자연과 가까워 힐링됨.', '주변 환경이 쾌적함.', '우면산 전망이 멋짐.']",,,"['남향이라 햇볕 좋음.', '생활 편의시설 많음.']",,"['지하철역 접근 용이.', '남부터미널이 가까움.', '안전한 대중교통 환경.', '대중교통 이용 편리.', '대중교통 이용자 많음.', '대중교통 이용 만족도 높음.']",,"['남향이라 햇볕 좋음.', '주변 환경이 쾌적함.', '산책하기 좋은 곳임.', '교통이 편리해서 좋음.', '우면산 전망이 멋짐.']",,,,['주변에 편의시설 많음.'],0,7,4,2,0,0,8,0,0,0,6,0
